timestamp,source_ip,data
2026-05-18 11:40:34,192.168.1.100,114;1.95;-5.00;-13.40;2.05;0.94;-2.12
2026-05-18 11:40:35,192.168.1.100,115;3.19;-4.14;-8.44;2.65;1.22;-1.20
2026-05-18 11:40:35,192.168.1.100,116;2.75;-3.07;-3.61;2.86;1.75;-0.46
2026-05-18 11:40:35,192.168.1.100,117;1.74;-2.13;0.46;2.72;2.26;0.16
2026-05-18 11:40:35,192.168.1.100,118;-0.26;-1.28;3.53;2.34;2.69;0.66
2026-05-18 11:40:35,192.168.1.100,119;-3.23;-0.20;6.00;1.73;2.47;1.19
2026-05-18 11:50:07,192.168.1.100,0;-8.48;0.04;-5.88;0.02;-0.07;-0.03
2026-05-18 11:50:07,192.168.1.100,1;-8.47;0.05;-5.86;0.02;-0.08;-0.03
2026-05-18 11:50:07,192.168.1.100,2;-8.49;0.05;-5.85;0.02;-0.07;-0.03
2026-05-18 11:50:08,192.168.1.100,3;-8.47;0.06;-5.87;0.02;-0.07;-0.03
2026-05-18 11:50:08,192.168.1.100,4;-8.48;0.06;-5.88;0.02;-0.07;-0.03
2026-05-18 11:50:08,192.168.1.100,5;-8.49;0.06;-5.87;0.02;-0.07;-0.03
2026-05-18 11:50:08,192.168.1.100,6;-8.49;0.06;-5.85;0.02;-0.08;-0.03
2026-05-18 11:50:08,192.168.1.100,7;-8.49;0.04;-5.84;0.02;-0.08;-0.03
2026-05-18 11:50:08,192.168.1.100,8;-8.47;0.06;-5.83;0.02;-0.08;-0.03
2026-05-18 11:50:08,192.168.1.100,9;-8.53;0.08;-5.88;0.02;-0.08;-0.03
2026-05-18 11:50:08,192.168.1.100,10;-8.47;0.05;-5.83;0.02;-0.08;-0.03
2026-05-18 11:50:08,192.168.1.100,11;-8.51;0.04;-5.85;0.02;-0.08;-0.03
2026-05-18 11:50:08,192.168.1.100,12;-8.51;0.04;-5.88;0.02;-0.08;-0.03
2026-05-18 11:50:08,192.168.1.100,13;-8.48;0.07;-5.86;0.02;-0.08;-0.03
2026-05-18 11:50:08,192.168.1.100,14;-8.49;0.04;-5.84;0.02;-0.08;-0.03
2026-05-18 11:50:09,192.168.1.100,15;-8.50;0.06;-5.84;0.02;-0.07;-0.03
2026-05-18 11:50:09,192.168.1.100,16;-8.49;0.07;-5.83;0.02;-0.08;-0.03
2026-05-18 11:50:09,192.168.1.100,17;-8.51;0.07;-5.85;0.02;-0.07;-0.03
2026-05-18 11:50:09,192.168.1.100,18;-8.50;0.07;-5.82;0.02;-0.08;-0.03
2026-05-18 11:50:09,192.168.1.100,19;-8.49;0.06;-5.88;0.02;-0.08;-0.03
2026-05-18 11:50:09,192.168.1.100,20;-8.51;0.03;-5.87;0.02;-0.08;-0.03
2026-05-18 11:50:09,192.168.1.100,21;-8.48;0.06;-5.85;0.02;-0.07;-0.03
2026-05-18 11:50:09,192.168.1.100,22;-8.49;0.05;-5.90;0.02;-0.07;-0.03
2026-05-18 11:50:09,192.168.1.100,23;-8.51;0.05;-5.90;0.02;-0.07;-0.03
2026-05-18 11:50:10,192.168.1.100,24;-8.51;0.07;-5.92;0.02;-0.07;-0.03
2026-05-18 11:50:10,192.168.1.100,25;-8.48;0.08;-5.89;0.02;-0.07;-0.02
2026-05-18 11:50:10,192.168.1.100,26;-8.47;0.09;-5.84;0.02;-0.07;-0.02
2026-05-18 11:50:10,192.168.1.100,27;-8.50;0.05;-5.88;0.02;-0.07;-0.02
2026-05-18 11:50:10,192.168.1.100,28;-8.49;0.07;-5.86;0.02;-0.07;-0.02
2026-05-18 11:50:10,192.168.1.100,29;-8.50;0.06;-5.87;0.02;-0.07;-0.03
2026-05-18 11:50:10,192.168.1.100,30;-8.50;0.05;-5.84;0.02;-0.07;-0.03
2026-05-18 11:50:10,192.168.1.100,31;-8.49;0.05;-5.83;0.02;-0.07;-0.03
2026-05-18 11:50:10,192.168.1.100,32;-8.48;0.06;-5.82;0.02;-0.07;-0.03
2026-05-18 11:50:10,192.168.1.100,33;-8.50;0.07;-5.88;0.02;-0.07;-0.03
2026-05-18 11:50:10,192.168.1.100,34;-8.45;0.07;-5.88;0.02;-0.08;-0.03
2026-05-18 11:50:10,192.168.1.100,35;-8.44;0.05;-5.87;0.02;-0.07;-0.03
2026-05-18 11:50:10,192.168.1.100,36;-8.49;0.05;-5.89;0.02;-0.07;-0.03
2026-05-18 11:50:11,192.168.1.100,37;-8.50;0.06;-5.91;0.02;-0.07;-0.03
2026-05-18 11:50:11,192.168.1.100,38;-8.49;0.07;-5.88;0.02;-0.08;-0.03
2026-05-18 11:50:11,192.168.1.100,39;-8.47;0.07;-5.85;0.02;-0.08;-0.03
2026-05-18 11:50:11,192.168.1.100,40;-8.49;0.06;-5.85;0.02;-0.08;-0.03
2026-05-18 11:50:11,192.168.1.100,41;-8.50;0.06;-5.84;0.02;-0.08;-0.03
2026-05-18 11:50:11,192.168.1.100,42;-8.50;0.10;-5.85;0.02;-0.08;-0.03
2026-05-18 11:50:11,192.168.1.100,43;-8.48;0.06;-5.83;0.03;-0.08;-0.03
2026-05-18 11:50:11,192.168.1.100,44;-8.48;0.03;-5.83;0.03;-0.08;-0.03
2026-05-18 11:50:11,192.168.1.100,45;-8.50;0.04;-5.84;0.03;-0.08;-0.03
2026-05-18 11:50:11,192.168.1.100,46;-8.52;0.07;-5.91;0.03;-0.08;-0.03
2026-05-18 11:50:11,192.168.1.100,47;-8.50;0.06;-5.90;0.03;-0.08;-0.03
2026-05-18 11:50:11,192.168.1.100,48;-8.47;0.07;-5.86;0.02;-0.07;-0.03
2026-05-18 11:50:11,192.168.1.100,49;-8.47;0.05;-5.83;0.02;-0.08;-0.03
2026-05-18 11:50:12,192.168.1.100,50;-8.49;0.06;-5.84;0.02;-0.08;-0.03
2026-05-18 11:50:12,192.168.1.100,51;-8.51;0.09;-5.86;0.02;-0.08;-0.03
2026-05-18 11:50:12,192.168.1.100,52;-8.49;0.07;-5.85;0.02;-0.08;-0.03
2026-05-18 11:50:12,192.168.1.100,53;-8.50;0.09;-5.83;0.02;-0.07;-0.03
2026-05-18 11:50:12,192.168.1.100,54;-8.49;0.08;-5.84;0.02;-0.08;-0.03
2026-05-18 11:50:12,192.168.1.100,55;-8.51;0.08;-5.88;0.03;-0.08;-0.03
2026-05-18 11:50:12,192.168.1.100,56;-8.51;0.07;-5.89;0.03;-0.08;-0.03
2026-05-18 11:50:12,192.168.1.100,57;-8.48;0.04;-5.85;0.03;-0.08;-0.03
2026-05-18 11:50:12,192.168.1.100,58;-8.49;0.01;-5.88;0.02;-0.07;-0.03
2026-05-18 11:50:12,192.168.1.100,59;-8.47;0.04;-5.86;0.02;-0.08;-0.03
2026-05-18 11:50:12,192.168.1.100,60;-8.50;0.05;-5.90;0.02;-0.08;-0.03
2026-05-18 11:50:12,192.168.1.100,61;-8.49;0.07;-5.85;0.02;-0.08;-0.03
2026-05-18 11:50:12,192.168.1.100,62;-8.49;0.04;-5.86;0.02;-0.08;-0.03
2026-05-18 11:50:12,192.168.1.100,63;-8.50;0.06;-5.85;0.02;-0.07;-0.03
2026-05-18 11:50:13,192.168.1.100,64;-8.48;0.07;-5.86;0.02;-0.07;-0.02
2026-05-18 11:50:13,192.168.1.100,65;-8.50;0.07;-5.88;0.02;-0.07;-0.03
2026-05-18 11:50:13,192.168.1.100,66;-8.48;0.08;-5.85;0.02;-0.07;-0.03
2026-05-18 11:50:13,192.168.1.100,67;-8.49;0.08;-5.87;0.02;-0.08;-0.03
2026-05-18 11:50:13,192.168.1.100,68;-8.47;0.04;-5.86;0.02;-0.08;-0.03
2026-05-18 11:50:13,192.168.1.100,69;-8.49;0.03;-5.86;0.02;-0.08;-0.03
2026-05-18 11:50:13,192.168.1.100,70;-8.49;0.07;-5.85;0.02;-0.08;-0.03
2026-05-18 11:50:13,192.168.1.100,71;-8.49;0.06;-5.86;0.02;-0.08;-0.03
2026-05-18 11:50:13,192.168.1.100,72;-8.49;0.07;-5.83;0.02;-0.08;-0.03
2026-05-18 11:50:13,192.168.1.100,73;-8.50;0.08;-5.88;0.02;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,74;-8.49;0.08;-5.84;0.02;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,75;-8.48;0.09;-5.84;0.02;-0.07;-0.03
2026-05-18 11:50:15,192.168.1.100,76;-8.51;0.10;-5.89;0.02;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,77;-8.50;0.03;-5.87;0.02;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,78;-8.51;0.02;-5.83;0.02;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,79;-8.49;0.06;-5.87;0.02;-0.07;-0.03
2026-05-18 11:50:15,192.168.1.100,80;-8.48;0.09;-5.88;0.02;-0.07;-0.03
2026-05-18 11:50:15,192.168.1.100,81;-8.51;0.08;-5.89;0.02;-0.07;-0.03
2026-05-18 11:50:15,192.168.1.100,82;-8.50;0.06;-5.86;0.02;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,83;-8.48;0.06;-5.85;0.03;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,84;-8.48;0.06;-5.85;0.02;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,85;-8.49;0.04;-5.84;0.02;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,86;-8.49;0.04;-5.83;0.02;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,87;-8.49;0.06;-5.85;0.02;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,88;-8.49;0.06;-5.84;0.02;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,89;-8.51;0.07;-5.85;0.02;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,90;-8.50;0.07;-5.89;0.02;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,91;-8.49;0.05;-5.84;0.02;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,92;-8.48;0.07;-5.85;0.02;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,93;-8.48;0.05;-5.89;0.02;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,94;-8.49;0.05;-5.91;0.03;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,95;-8.49;0.06;-5.85;0.02;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,96;-8.49;0.07;-5.89;0.03;-0.08;-0.03
2026-05-18 11:50:15,192.168.1.100,97;-8.49;0.06;-5.87;0.02;-0.08;-0.03
2026-05-18 11:50:16,192.168.1.100,98;-8.50;0.05;-5.85;0.02;-0.08;-0.03
2026-05-18 11:50:16,192.168.1.100,99;-8.51;0.06;-5.86;0.03;-0.08;-0.03
2026-05-18 11:50:16,192.168.1.100,100;-8.49;0.05;-5.85;0.02;-0.08;-0.03
2026-05-18 11:50:16,192.168.1.100,101;-8.48;0.06;-5.83;0.03;-0.08;-0.03
2026-05-18 11:50:16,192.168.1.100,102;-8.51;0.06;-5.88;0.03;-0.08;-0.03
2026-05-18 11:50:16,192.168.1.100,103;-8.55;0.05;-5.87;0.03;-0.08;-0.03
2026-05-18 11:50:16,192.168.1.100,104;-8.54;0.05;-5.84;0.02;-0.08;-0.03
2026-05-18 11:50:16,192.168.1.100,105;-8.49;0.04;-5.81;0.02;-0.07;-0.02
2026-05-18 11:50:17,192.168.1.100,106;-8.53;0.06;-5.86;0.02;-0.07;-0.02
2026-05-18 11:50:17,192.168.1.100,107;-8.47;0.08;-5.83;0.02;-0.07;-0.02
2026-05-18 11:50:17,192.168.1.100,108;-8.47;0.06;-5.82;0.02;-0.07;-0.03
2026-05-18 11:50:17,192.168.1.100,109;-8.47;0.04;-5.85;0.02;-0.07;-0.03
2026-05-18 11:50:17,192.168.1.100,110;-8.46;0.04;-5.84;0.02;-0.07;-0.03
2026-05-18 11:50:17,192.168.1.100,111;-8.51;0.07;-5.88;0.02;-0.07;-0.03
2026-05-18 11:50:17,192.168.1.100,112;-8.49;0.04;-5.88;0.02;-0.08;-0.03
2026-05-18 11:50:17,192.168.1.100,113;-8.46;0.07;-5.88;0.02;-0.07;-0.03
2026-05-18 11:50:17,192.168.1.100,114;-8.48;0.07;-5.86;0.02;-0.08;-0.03
2026-05-18 11:50:17,192.168.1.100,115;-8.50;0.07;-5.84;0.03;-0.08;-0.03
2026-05-18 11:50:17,192.168.1.100,116;-8.51;0.05;-5.82;0.02;-0.08;-0.03
2026-05-18 11:50:17,192.168.1.100,117;-8.51;0.07;-5.81;0.02;-0.08;-0.03
2026-05-18 11:50:17,192.168.1.100,118;-8.50;0.07;-5.82;0.03;-0.08;-0.03
2026-05-18 11:50:17,192.168.1.100,119;-8.50;0.07;-5.87;0.03;-0.08;-0.04
